method,N,h,Einf,Einf_EOC,E2,E2_EOC
raw,32,0.03125,0.07475872806614295,,0.01368663313390329,
raw,64,0.015625,0.03177758178241086,1.2342326811627435,0.004240572765195142,1.6904365472427045
raw,128,0.0078125,0.00576995878751814,2.4613764228976907,0.0010399030817210874,2.0278100633087215
raw,256,0.00390625,0.010833383010309824,-0.9088509135465845,0.0009941492555855624,0.06491470569760986
raw,512,0.001953125,0.0015512400079532396,2.803990010354378,0.00014221917559720061,2.805346467069615
