method,N,h,Einf,Einf_EOC,E2,E2_EOC
corrected,32,0.03125,0.0002537343437520878,,0.00010321978530826957,
corrected,64,0.015625,5.193628422461849e-05,2.288504100617062,2.0937277669159905e-05,2.301573759189231
corrected,128,0.0078125,5.927015685580628e-06,3.131365019609691,3.6467414286431853e-06,2.5213940562508137
corrected,256,0.00390625,4.169492235028827e-06,0.5074341740287455,1.4089120945300256e-06,1.3720263081575945
corrected,512,0.001953125,5.094384301074228e-07,3.032892001224905,2.4613741313028843e-07,2.5170457305348815
corrected,1024,0.0009765625,3.952404512563845e-07,0.366177186709589,1.1262446553982004e-07,1.1279437058016337
corrected,2048,0.00048828125,7.754389308445298e-08,2.349645536062425,2.349717076530692e-08,2.26096129862376
