method,N,h,Einf,Einf_EOC,E2,E2_EOC
standard,32,0.03125,0.013143986101364025,,0.0028548057502867617,
standard,64,0.015625,0.004916033537691211,1.4188361968032372,0.0008013163744299283,1.832948720810693
standard,128,0.0078125,0.0009021294418332104,2.4460883997512712,0.00023971989331189117,1.7410223206769728
standard,256,0.00390625,0.0014727367229208088,-0.7070931886047963,0.00020478863870998499,0.22721395740510542
standard,512,0.001953125,0.0002058198222012475,2.8390457089616667,2.8292325254116147e-05,2.8556530224112415
standard,1024,0.0009765625,0.000530442112705698,-1.3658133852831384,8.369534060427798e-05,-1.5647365568502176
standard,2048,0.00048828125,0.0002076676412843259,1.3529188846778653,2.8588038052690435e-05,1.5497356951504349
